order_id,order_datetime,city,dark_store_id,category,order_value_inr,promised_delivery_min,actual_delivery_min,delivery_partner_id,customer_rating
ORD101991,2026-05-31 16:50:00,NOIDA,NOI-DS-02,Beverages,235.39,10,15.3,DP127,5.0
ORD104160,2026-05-15 18:15:00,Delhi,DEL-DS-01,Fruits & Vegetables,177.51,10,6.2,DP179,4.0
ORD102950,2026-06-07 10:39:00,Chennai,CHN-DS-01,Fruits & Vegetables,168.45,10,9.7,DP232,5.0
ORD103989,2026-05-01 19:17:00,Hyderabad,HYD-DS-01,Beverages,383.36,15,18.2,DP183,4.0
ORD104411,2026-05-18 15:37:00,DELHI,DEL-DS-01,Household Essentials,241.46,15,15.4,DP107,4.0
ORD101958,2026-05-21 22:50:00,Pune,PUN-DS-01,Personal Care,619.71,20,22.4,DP187,4.0
ORD100175,2026-06-02 10:22:00,Bengaluru,BLR-DS-01,Bakery,272.03,10,17.5,DP172,5.0
ORD100934,2026-05-24 13:21:00,Noida,NOI-DS-01,Beverages,319.51,20,27.0,DP203,5.0
ORD100945,2026-05-17 22:37:00,Delhi,DEL-DS-02,Bakery,178.83,20,16.1,DP190,4.0
ORD100393,2026-05-05 23:36:00, noida ,NOI-DS-01,Fruits & Vegetables,637.49,20,17.6,DP142,3.0
ORD100573,2026-05-01 11:07:00,Bengaluru,BLR-DS-02,Fruits & Vegetables,286.42,10,11.6,DP246,5.0
ORD103314,2026-06-02 22:59:00,Bengaluru,BLR-DS-01,Personal Care,109.45,10,12.2,DP136,4.0
ORD103962,2026-06-04 13:58:00,Chennai,CHN-DS-01,Bakery,103.93,10,17.4,DP150,2.0
ORD104794,2026-05-24 08:22:00,Hyderabad,HYD-DS-02,Meat & Seafood,250.55,10,10.0,DP226,5.0
ORD104455,2026-05-04 09:28:00, gurugram ,GGN-DS-01,Fruits & Vegetables,319.07,15,19.0,DP242,1.0
ORD105403,2026-06-13 21:48:00,Gurugram,GGN-DS-01,Snacks,79.46,20,27.7,DP232,5.0
ORD103646,2026-06-08 13:52:00,Mumbai,MUM-DS-02,Dairy & Breakfast,51.35,20,31.3,DP104,5.0
ORD105666,2026-06-07 07:17:00,Pune,PUN-DS-01,Baby Care,111.49,20,17.3,DP206,4.0
ORD103164,2026-05-10 20:40:00,DELHI,DEL-DS-03,Personal Care,324.38,10,19.7,DP214,5.0
ORD102600,2026-05-14 19:20:00,Gurugram,GGN-DS-02,Personal Care,159.9,15,-1.0,DP200,5.0
ORD104354,2026-05-28 08:58:00,Noida,NOI-DS-02,Household Essentials,353.98,20,24.8,DP169,4.0
ORD103869,2026-05-10 23:25:00,DELHI,DEL-DS-03,Fruits & Vegetables,165.26,15,4.0,DP111,4.0
ORD104309,2026-05-31 08:52:00,Delhi,DEL-DS-03,Dairy & Breakfast,193.63,15,21.7,DP242,5.0
ORD104286,2026-05-18 12:29:00,Chennai,CHN-DS-01,Fruits & Vegetables,414.99,15,19.7,DP173,5.0
ORD103885,2026-05-11 23:57:00,Pune,PUN-DS-01,Snacks,324.69,20,19.0,DP100,5.0
ORD104992,2026-05-09 22:12:00,Mumbai,MUM-DS-01,Personal Care,116.97,10,12.0,DP179,4.0
ORD105559,2026-05-23 11:39:00, hyderabad ,HYD-DS-02,Personal Care,234.7,20,24.3,DP150,5.0
ORD100723,2026-05-10 17:57:00,Bengaluru,BLR-DS-01,Bakery,98.54,15,16.1,DP122,3.0
ORD102529,2026-05-08 07:35:00,Chennai,CHN-DS-01,Dairy & Breakfast,358.05,15,12.9,DP148,5.0
ORD105851,2026-06-06 09:45:00,Chennai,CHN-DS-01,Personal Care,193.32,15,14.7,DP235,5.0
ORD105210,2026-05-04 19:56:00,Gurugram,GGN-DS-01,Dairy & Breakfast,100.81,15,19.6,DP240,5.0
ORD101575,2026-05-03 09:47:00,Pune,PUN-DS-01,Household Essentials,379.81,15,15.4,DP204,5.0
ORD102525,2026-05-02 19:58:00,Gurugram,GGN-DS-02,Snacks,190.24,20,27.5,DP153,
ORD101221,2026-06-12 08:06:00, bengaluru ,BLR-DS-01,Beverages,57.08,20,17.8,DP101,5.0
ORD102476,2026-06-04 07:55:00,Bengaluru,BLR-DS-01,Bakery,90.03,15,6.4,DP241,5.0
ORD102385,2026-05-15 12:51:00,Chennai,CHN-DS-01,Bakery,407.37,15,15.7,DP163,5.0
ORD102556,2026-05-09 15:54:00,Noida,NOI-DS-01,Frozen Food,219.21,15,19.4,DP228,2.0
ORD100338,2026-05-07 11:05:00,Pune,PUN-DS-01,Snacks,99.2,15,18.7,DP214,4.0
ORD103519,2026-06-12 08:06:00,Hyderabad,HYD-DS-01,Meat & Seafood,200.19,15,15.1,DP162,4.0
ORD102561,2026-06-09 12:54:00, pune ,PUN-DS-01,Frozen Food,268.7,10,13.6,DP122,5.0
ORD105124,2026-06-08 19:05:00,Gurugram,GGN-DS-02,Baby Care,220.95,10,13.0,DP196,1.0
ORD102945,2026-06-02 20:17:00,Bengaluru,BLR-DS-02,Frozen Food,271.82,10,13.3,DP229,5.0
ORD102724,2026-05-01 21:08:00,Noida,NOI-DS-01,Fruits & Vegetables,252.6,15,19.8,DP129,2.0
ORD101413,2026-05-13 14:46:00,Mumbai,MUM-DS-02,Bakery,135.61,15,17.0,DP113,5.0
ORD105271,2026-05-31 08:53:00,Gurugram,GGN-DS-02,Frozen Food,99.32,15,17.4,DP169,5.0
ORD101405,2026-06-12 15:19:00,Bengaluru,BLR-DS-02,Bakery,497.67,15,17.9,DP101,5.0
ORD104258,2026-06-07 12:09:00, mumbai ,MUM-DS-02,Beverages,48.17,15,19.2,DP228,4.0
ORD100254,2026-06-04 07:54:00,Chennai,CHN-DS-01,Dairy & Breakfast,315.39,15,22.4,DP134,3.0
ORD104541,2026-05-03 14:46:00,Gurugram,GGN-DS-02,Meat & Seafood,341.48,15,14.2,DP180,1.0
ORD100667,2026-05-01 22:13:00,Gurugram,GGN-DS-01,Household Essentials,58.99,15,14.4,DP179,2.0
ORD103960,2026-05-11 07:04:00, hyderabad ,HYD-DS-01,Personal Care,316.5,20,21.4,DP162,4.0
ORD104913,2026-06-08 18:27:00,Noida,NOI-DS-01,Frozen Food,132.86,15,16.0,DP121,5.0
ORD100125,2026-05-03 11:32:00,Noida,NOI-DS-02,Meat & Seafood,446.73,15,-1.0,DP125,5.0
ORD103437,2026-06-01 13:30:00,Mumbai,MUM-DS-01,Snacks,330.25,15,21.8,DP115,5.0
ORD104495,2026-05-29 07:17:00,MUMBAI,MUM-DS-03,Beverages,170.55,15,14.7,DP159,5.0
ORD103817,2026-05-23 13:19:00,Bengaluru,BLR-DS-02,Dairy & Breakfast,137.59,10,11.2,DP181,4.0
ORD104514,2026-05-01 13:35:00,Pune,PUN-DS-01,Meat & Seafood,96.05,15,18.3,DP182,3.0
ORD100275,2026-05-31 10:43:00,Hyderabad,HYD-DS-02,Snacks,278.74,10,12.6,DP240,5.0
ORD105165,2026-05-05 08:23:00,Hyderabad,HYD-DS-01,Fruits & Vegetables,66.76,15,15.3,DP177,5.0
ORD102537,2026-05-15 16:00:00,Gurugram,GGN-DS-01,Frozen Food,171.8,20,24.1,DP182,4.0
ORD101949,2026-05-26 18:00:00,Hyderabad,HYD-DS-01,Bakery,226.28,15,19.5,DP138,5.0
ORD101262,2026-05-20 08:33:00,Delhi,DEL-DS-01,Personal Care,204.38,20,17.6,DP213,5.0
ORD104008,2026-05-15 13:43:00,MUMBAI,MUM-DS-01,Beverages,366.92,10,8.9,DP136,4.0
ORD100133,2026-05-15 21:40:00,Chennai,CHN-DS-01,Personal Care,125.61,15,20.6,DP165,5.0
ORD104960,2026-05-14 18:16:00,Gurugram,GGN-DS-02,Personal Care,93.79,15,8.3,DP191,5.0
ORD101909,2026-05-14 19:09:00,Pune,PUN-DS-01,Frozen Food,84.24,10,10.7,DP238,5.0
ORD102753,2026-05-31 22:20:00,Chennai,CHN-DS-01,Personal Care,89.77,15,16.3,DP127,5.0
ORD102349,2026-05-20 10:56:00,Delhi,DEL-DS-01,Baby Care,153.4,20,21.1,DP119,
ORD100613,2026-06-12 10:47:00,Hyderabad,HYD-DS-01,Beverages,35.2,15,21.1,DP141,5.0
ORD102298,2026-05-25 23:03:00,DELHI,DEL-DS-01,Meat & Seafood,51.52,15,19.2,DP120,3.0
ORD103369,2026-06-05 13:45:00,Gurugram,GGN-DS-02,Fruits & Vegetables,83.83,15,23.6,DP244,5.0
ORD101944,2026-05-01 09:20:00,GURUGRAM,GGN-DS-02,Meat & Seafood,432.21,15,18.8,DP116,5.0
ORD103717,2026-05-23 17:24:00,Noida,NOI-DS-02,Dairy & Breakfast,385.38,20,18.6,DP147,5.0
ORD105987,2026-05-02 15:00:00,Noida,NOI-DS-02,Fruits & Vegetables,101.5,15,19.1,DP162,3.0
ORD103930,2026-06-11 20:25:00, pune ,PUN-DS-01,Fruits & Vegetables,276.49,15,17.5,DP235,3.0
ORD102292,2026-05-07 11:49:00,Chennai,CHN-DS-01,Beverages,67.58,20,22.5,DP180,5.0
ORD100429,2026-05-07 21:06:00, chennai ,CHN-DS-01,Snacks,317.85,10,17.8,DP103,5.0
ORD104750,2026-05-04 19:43:00,Chennai,CHN-DS-01,Dairy & Breakfast,713.14,15,18.9,DP231,4.0
ORD103052,2026-06-08 10:31:00, chennai ,CHN-DS-01,Dairy & Breakfast,231.25,15,12.0,DP142,5.0
ORD101443,2026-05-03 10:03:00,Delhi,DEL-DS-02,Personal Care,138.3,10,14.1,DP167,4.0
ORD102986,2026-05-10 11:15:00,Chennai,CHN-DS-01,Household Essentials,189.08,15,7.1,DP153,4.0
ORD105038,2026-05-05 18:53:00,Chennai,CHN-DS-01,Personal Care,296.64,10,10.5,DP218,5.0
ORD105507,2026-05-28 21:53:00,Noida,NOI-DS-02,Bakery,260.54,15,19.4,DP136,4.0
ORD100092,2026-06-05 17:22:00,PUNE,PUN-DS-01,Frozen Food,340.35,15,18.3,DP178,2.0
ORD102960,2026-05-16 15:26:00,Mumbai,MUM-DS-02,Bakery,432.19,10,7.1,DP214,4.0
ORD102838,2026-05-25 16:34:00,Bengaluru,BLR-DS-02,Personal Care,121.68,15,13.9,DP195,3.0
ORD101927,2026-06-05 08:08:00,Gurugram,GGN-DS-02,Meat & Seafood,116.14,10,8.8,DP246,5.0
ORD101489,2026-06-07 23:23:00,Bengaluru,BLR-DS-01,Snacks,138.53,20,19.0,DP239,3.0
ORD103714,2026-06-12 17:06:00,Delhi,DEL-DS-03,Snacks,196.36,15,9.0,DP217,5.0
ORD105613,2026-05-16 17:11:00,Gurugram,GGN-DS-02,Household Essentials,224.69,15,14.5,DP164,5.0
ORD105587,2026-05-12 18:04:00,Gurugram,GGN-DS-02,Meat & Seafood,173.45,15,14.0,DP205,5.0
ORD102991,2026-05-30 14:00:00,Gurugram,GGN-DS-01,Bakery,477.27,15,11.0,DP178,5.0
ORD103708,2026-05-16 12:02:00,Noida,NOI-DS-02,Baby Care,425.05,15,17.9,DP119,5.0
ORD104223,2026-06-03 07:37:00,Hyderabad,HYD-DS-01,Snacks,317.67,15,10.8,DP124,2.0
ORD105593,2026-05-27 23:42:00,Chennai,CHN-DS-01,Personal Care,320.11,15,7.4,DP168,4.0
ORD101369,2026-06-14 10:21:00,Pune,PUN-DS-01,Bakery,371.28,20,25.5,DP125,2.0
ORD101779,2026-05-10 13:19:00,Noida,NOI-DS-01,Snacks,161.7,10,19.1,DP106,5.0
ORD101321,2026-05-20 14:18:00,Chennai,CHN-DS-01,Personal Care,224.13,20,19.8,DP130,5.0
ORD102789,2026-05-12 07:19:00,Gurugram,GGN-DS-01,Dairy & Breakfast,126.64,10,13.7,DP172,5.0
ORD105696,2026-06-04 21:40:00,Bengaluru,BLR-DS-02,Frozen Food,195.13,15,26.1,DP249,5.0
ORD104099,2026-05-30 23:14:00,Bengaluru,BLR-DS-01,Fruits & Vegetables,306.23,20,16.9,DP156,5.0
ORD101657,2026-05-09 16:03:00,Mumbai,MUM-DS-03,Bakery,184.09,15,11.4,DP145,4.0
ORD105763,2026-05-15 08:41:00,Noida,NOI-DS-01,Bakery,172.67,15,12.2,DP132,2.0
ORD103772,2026-05-03 12:15:00,NOIDA,NOI-DS-01,Frozen Food,,15,18.3,,
ORD102911,2026-05-01 15:48:00,Chennai,CHN-DS-01,Personal Care,408.89,10,7.9,DP105,4.0
ORD100596,2026-05-10 12:10:00,Bengaluru,BLR-DS-01,Household Essentials,333.13,20,28.1,DP130,4.0
ORD102555,2026-05-15 17:26:00, gurugram ,GGN-DS-02,Personal Care,107.63,10,5.6,DP217,5.0
ORD102236,2026-05-31 08:26:00,Delhi,DEL-DS-03,Beverages,154.07,15,20.1,DP205,4.0
ORD101032,2026-06-11 20:56:00,Gurugram,GGN-DS-02,Frozen Food,290.87,10,17.4,DP226,3.0
ORD101223,2026-06-13 17:20:00,PUNE,PUN-DS-01,Beverages,29.29,15,23.2,DP202,4.0
ORD105675,2026-06-10 16:31:00,Pune,PUN-DS-01,Personal Care,311.09,15,12.9,DP109,5.0
ORD102437,2026-05-02 15:37:00,Bengaluru,BLR-DS-01,Beverages,49.9,20,20.8,DP241,1.0
ORD100821,2026-05-21 07:43:00,Pune,PUN-DS-01,Fruits & Vegetables,116.97,10,13.8,DP103,1.0
ORD104157,2026-05-19 16:05:00,Gurugram,GGN-DS-02,Household Essentials,197.15,15,15.4,DP208,4.0
ORD102998,2026-05-11 08:44:00,Delhi,DEL-DS-01,Beverages,488.1,10,13.7,DP214,5.0
ORD103387,2026-05-21 11:40:00,Chennai,CHN-DS-01,Personal Care,319.35,15,21.2,DP203,5.0
ORD103733,2026-05-11 11:32:00,Gurugram,GGN-DS-02,Snacks,102.95,15,11.4,DP222,5.0
ORD100422,2026-05-05 08:27:00, noida ,NOI-DS-02,Snacks,527.82,15,13.4,DP174,4.0
ORD105512,2026-05-08 20:25:00, pune ,PUN-DS-01,Household Essentials,221.22,15,18.9,DP231,5.0
ORD101784,2026-05-06 12:32:00,Hyderabad,HYD-DS-01,Meat & Seafood,182.74,20,18.8,DP131,5.0
ORD105788,2026-06-11 22:14:00, mumbai ,MUM-DS-02,Frozen Food,38.97,15,4.6,DP146,5.0
ORD103781,2026-05-22 07:28:00,Noida,NOI-DS-02,Personal Care,418.21,15,15.7,DP187,1.0
ORD103702,2026-05-29 19:03:00,Pune,PUN-DS-01,Beverages,253.47,10,23.3,DP169,5.0
ORD103527,2026-05-08 16:48:00,Delhi,DEL-DS-03,Household Essentials,206.22,15,13.5,DP126,5.0
ORD101341,2026-05-07 16:22:00,Gurugram,GGN-DS-01,Dairy & Breakfast,813.66,20,18.8,DP185,4.0
ORD100743,2026-05-25 19:02:00, hyderabad ,HYD-DS-01,Snacks,77.36,15,17.4,DP244,3.0
ORD105262,2026-06-03 09:37:00, noida ,NOI-DS-02,Meat & Seafood,82.05,15,7.2,DP191,5.0
ORD100428,2026-05-20 15:52:00,Delhi,DEL-DS-03,Snacks,123.3,10,10.0,DP203,5.0
ORD105716,2026-06-05 12:07:00,Gurugram,GGN-DS-02,Personal Care,150.72,10,15.4,DP213,2.0
ORD104243,2026-06-06 22:36:00,MUMBAI,MUM-DS-03,Meat & Seafood,381.08,15,19.9,DP219,4.0
ORD103327,2026-06-03 15:39:00,Noida,NOI-DS-02,Fruits & Vegetables,600.41,15,15.2,DP148,4.0
ORD101391,2026-05-23 20:30:00,Noida,NOI-DS-01,Frozen Food,206.67,20,30.0,DP141,5.0
ORD104132,2026-06-08 14:42:00,BENGALURU,BLR-DS-01,Meat & Seafood,369.54,15,18.6,DP101,5.0
ORD101652,2026-05-06 12:28:00, noida ,NOI-DS-02,Fruits & Vegetables,69.98,15,14.7,DP150,3.0
ORD105483,2026-05-30 07:23:00,Hyderabad,HYD-DS-01,Baby Care,232.01,10,11.7,DP161,5.0
ORD101056,2026-06-10 12:01:00,Bengaluru,BLR-DS-02,Fruits & Vegetables,126.61,20,25.0,DP166,5.0
ORD104042,2026-06-08 21:05:00,Hyderabad,HYD-DS-01,Personal Care,258.88,20,33.4,DP142,4.0
ORD104189,2026-05-20 23:17:00,Bengaluru,BLR-DS-02,Beverages,156.53,15,19.3,DP238,5.0
ORD100894,2026-05-02 19:39:00,Gurugram,GGN-DS-02,Beverages,320.64,15,13.5,DP191,5.0
ORD102377,2026-05-10 09:32:00,Delhi,DEL-DS-02,Frozen Food,240.83,15,8.0,DP241,4.0
ORD104317,2026-05-16 21:59:00,Gurugram,GGN-DS-01,Meat & Seafood,152.46,15,26.4,DP213,5.0
ORD102974,2026-05-23 09:08:00,Hyderabad,HYD-DS-01,Fruits & Vegetables,392.25,15,15.7,DP236,5.0
ORD102603,2026-05-01 08:36:00,Gurugram,GGN-DS-01,Fruits & Vegetables,146.74,15,18.5,DP111,2.0
ORD101582,2026-05-11 10:18:00,Pune,PUN-DS-01,Personal Care,171.95,15,15.9,DP212,3.0
ORD101534,2026-05-31 10:42:00,Noida,NOI-DS-02,Dairy & Breakfast,45.72,10,9.9,DP164,3.0
ORD103267,2026-05-26 07:23:00,Bengaluru,BLR-DS-02,Frozen Food,360.53,10,9.2,DP147,5.0
ORD104539,2026-05-31 19:16:00,DELHI,DEL-DS-01,Frozen Food,111.77,15,27.0,DP217,4.0
ORD104416,2026-05-04 20:25:00,Hyderabad,HYD-DS-01,Frozen Food,155.25,10,15.8,DP103,4.0
ORD105621,2026-05-18 16:59:00, gurugram ,GGN-DS-01,Snacks,153.22,15,14.3,DP204,4.0
ORD102784,2026-05-20 16:48:00,DELHI,DEL-DS-02,Snacks,55.27,10,15.7,DP110,
ORD104058,2026-06-10 09:33:00,DELHI,DEL-DS-01,Personal Care,64.11,15,16.8,DP157,4.0
ORD100015,2026-06-08 21:33:00,HYDERABAD,HYD-DS-02,Personal Care,,20,26.5,,
ORD102515,2026-05-31 23:18:00,Hyderabad,HYD-DS-02,Baby Care,238.94,10,16.4,DP208,5.0
ORD105366,2026-05-04 14:58:00,Pune,PUN-DS-01,Personal Care,96.82,15,9.7,DP196,5.0
ORD105388,2026-05-31 12:47:00,Delhi,DEL-DS-01,Bakery,83.7,15,25.0,DP231,5.0
ORD104325,2026-06-14 08:58:00,Gurugram,GGN-DS-01,Baby Care,402.74,15,4.0,DP118,5.0
ORD101172,2026-05-22 19:54:00,Chennai,CHN-DS-01,Beverages,249.65,15,11.5,DP109,3.0
ORD102422,2026-05-03 08:49:00,Delhi,DEL-DS-01,Dairy & Breakfast,258.99,20,28.1,DP131,1.0
ORD100843,2026-06-09 12:53:00,Gurugram,GGN-DS-02,Meat & Seafood,283.34,10,7.8,DP127,3.0
ORD105159,2026-06-09 22:03:00,Hyderabad,HYD-DS-02,Fruits & Vegetables,397.88,20,14.4,DP158,1.0
ORD103261,2026-05-17 16:04:00,Noida,NOI-DS-01,Beverages,596.29,15,15.2,DP183,3.0
ORD102947,2026-05-01 12:04:00,Noida,NOI-DS-01,Snacks,828.46,15,19.1,DP225,5.0
ORD105880,2026-05-25 09:22:00,Delhi,DEL-DS-01,Bakery,244.49,20,20.4,DP221,2.0
ORD103234,2026-05-21 14:38:00,Noida,NOI-DS-01,Frozen Food,282.01,10,6.3,DP221,5.0
ORD104875,2026-05-03 18:54:00,Mumbai,MUM-DS-03,Dairy & Breakfast,108.32,10,7.8,DP226,3.0
ORD102089,2026-06-05 19:56:00,Chennai,CHN-DS-01,Baby Care,239.89,15,20.1,DP233,2.0
ORD101827,2026-06-10 23:21:00,Bengaluru,BLR-DS-02,Bakery,232.75,15,13.6,DP191,5.0
ORD104432,2026-06-02 10:07:00,Bengaluru,BLR-DS-01,Personal Care,131.71,15,10.1,DP120,5.0
ORD100281,2026-05-12 07:47:00,Chennai,CHN-DS-01,Household Essentials,27.51,15,18.1,DP245,4.0
ORD105367,2026-05-16 13:49:00,Mumbai,MUM-DS-03,Baby Care,504.05,20,31.5,DP138,5.0
ORD101325,2026-06-09 16:20:00,Noida,NOI-DS-02,Fruits & Vegetables,242.05,10,8.0,DP191,4.0
ORD105057,2026-06-12 14:21:00,Chennai,CHN-DS-01,Household Essentials,133.64,15,15.3,DP208,5.0
ORD101180,2026-05-13 09:01:00,PUNE,PUN-DS-01,Bakery,50.96,10,10.2,DP103,5.0
ORD105220,2026-05-18 14:36:00,Pune,PUN-DS-01,Fruits & Vegetables,247.47,15,16.4,DP187,5.0
ORD101035,2026-05-19 19:26:00,Chennai,CHN-DS-01,Household Essentials,384.94,15,26.8,DP141,5.0
ORD105131,2026-06-10 07:05:00,Chennai,CHN-DS-01,Snacks,314.25,15,4.0,DP107,3.0
ORD104106,2026-06-02 08:58:00,Mumbai,MUM-DS-01,Frozen Food,152.07,15,17.2,DP250,1.0
ORD102188,2026-05-23 16:41:00,Gurugram,GGN-DS-02,Beverages,160.01,15,21.4,DP151,5.0
ORD105805,2026-05-29 16:17:00,Mumbai,MUM-DS-01,Meat & Seafood,63.96,20,23.2,DP243,4.0
ORD103420,2026-05-20 21:27:00,Hyderabad,HYD-DS-02,Fruits & Vegetables,157.54,15,20.4,DP167,5.0
ORD105790,2026-05-31 15:07:00,Chennai,CHN-DS-01,Household Essentials,227.41,20,26.8,DP216,4.0
ORD103246,2026-06-14 13:49:00,PUNE,PUN-DS-01,Frozen Food,38.77,15,18.2,DP245,4.0
ORD103731,2026-05-04 19:21:00, noida ,NOI-DS-02,Meat & Seafood,272.77,15,20.5,DP171,3.0
ORD101644,2026-05-24 23:12:00,Mumbai,MUM-DS-02,Fruits & Vegetables,147.53,20,17.6,DP179,3.0
ORD103348,2026-05-10 14:37:00,Hyderabad,HYD-DS-01,Bakery,215.83,10,7.9,DP146,4.0
ORD104923,2026-05-03 18:57:00,Hyderabad,HYD-DS-01,Personal Care,417.84,15,9.6,DP148,4.0
ORD103410,2026-05-11 16:47:00,Pune,PUN-DS-01,Dairy & Breakfast,137.9,10,11.8,DP174,5.0
ORD105376,2026-05-12 18:15:00, delhi ,DEL-DS-02,Meat & Seafood,372.66,15,18.4,DP124,2.0
ORD105826,2026-05-03 18:30:00,Chennai,CHN-DS-01,Baby Care,189.01,20,27.6,DP105,5.0
ORD103324,2026-06-06 17:31:00,Bengaluru,BLR-DS-01,Beverages,147.0,20,17.4,DP164,4.0
ORD104475,2026-06-07 07:28:00,Delhi,DEL-DS-03,Fruits & Vegetables,137.1,15,21.7,DP224,4.0
ORD101252,2026-05-16 08:07:00,Noida,NOI-DS-02,Beverages,158.58,15,18.0,DP225,5.0
ORD102373,2026-05-17 22:10:00,Mumbai,MUM-DS-02,Beverages,121.5,20,20.0,DP218,2.0
ORD100509,2026-05-02 14:14:00,Noida,NOI-DS-02,Snacks,228.72,15,15.9,DP105,5.0
ORD102222,2026-06-01 13:08:00,Delhi,DEL-DS-02,Beverages,621.92,10,14.4,DP232,4.0
ORD104995,2026-05-02 22:05:00,Noida,NOI-DS-01,Snacks,210.38,10,17.9,DP233,2.0
ORD104938,2026-05-30 14:08:00, mumbai ,MUM-DS-01,Personal Care,89.69,15,20.8,DP208,
ORD104858,2026-05-19 10:18:00,Bengaluru,BLR-DS-01,Fruits & Vegetables,510.72,10,6.1,DP155,5.0
ORD100652,2026-05-02 19:33:00,Chennai,CHN-DS-01,Dairy & Breakfast,273.28,10,11.8,DP167,5.0
ORD100417,2026-06-07 22:49:00,Chennai,CHN-DS-01,Beverages,187.18,20,16.6,DP162,5.0
ORD101926,2026-05-29 20:21:00,Bengaluru,BLR-DS-02,Fruits & Vegetables,312.81,15,15.6,DP217,5.0
ORD101820,2026-05-15 15:08:00,Pune,PUN-DS-01,Bakery,312.29,10,14.0,DP249,5.0
ORD100889,2026-05-21 11:28:00, gurugram ,GGN-DS-01,Personal Care,,15,17.1,,
ORD103978,2026-05-10 14:12:00,BENGALURU,BLR-DS-01,Household Essentials,94.88,20,18.9,DP159,5.0
ORD101946,2026-05-21 13:14:00,Bengaluru,BLR-DS-02,Meat & Seafood,168.8,15,23.8,DP110,5.0
ORD103421,2026-05-13 15:11:00,Hyderabad,HYD-DS-02,Fruits & Vegetables,302.83,20,18.7,DP191,
ORD103689,2026-05-19 07:47:00,Gurugram,GGN-DS-02,Personal Care,396.88,15,14.2,DP149,
ORD104969,2026-05-02 21:36:00,Bengaluru,BLR-DS-02,Snacks,82.04,15,17.5,DP134,4.0
ORD100657,2026-05-23 22:34:00,Hyderabad,HYD-DS-02,Beverages,170.01,10,12.0,DP213,5.0
ORD103414,2026-05-21 14:55:00,Delhi,DEL-DS-01,Meat & Seafood,201.87,15,19.4,DP147,2.0
ORD103340,2026-05-11 14:30:00,Delhi,DEL-DS-01,Meat & Seafood,748.76,10,16.8,DP109,5.0
ORD103109,2026-05-26 07:16:00,Noida,NOI-DS-02,Household Essentials,198.91,10,5.3,DP248,4.0
ORD105924,2026-06-01 10:50:00,Noida,NOI-DS-02,Dairy & Breakfast,314.7,15,21.4,DP243,
ORD103877,2026-05-13 19:00:00,Gurugram,GGN-DS-01,Personal Care,116.13,15,9.2,DP250,1.0
ORD101877,2026-05-04 07:03:00,Noida,NOI-DS-02,Personal Care,134.8,15,16.9,DP148,5.0
ORD101787,2026-05-30 07:00:00,BENGALURU,BLR-DS-01,Bakery,355.03,15,15.3,DP202,5.0
ORD100727,2026-05-05 10:11:00,Noida,NOI-DS-02,Household Essentials,,15,14.8,,
ORD102919,2026-06-14 19:13:00,Hyderabad,HYD-DS-01,Fruits & Vegetables,182.8,15,15.6,DP103,4.0
ORD100325,2026-05-26 21:36:00,Gurugram,GGN-DS-02,Beverages,259.23,15,27.5,DP176,3.0
ORD103721,2026-05-14 21:06:00,Pune,PUN-DS-01,Beverages,155.87,20,33.5,DP234,4.0
ORD105321,2026-05-07 17:42:00,Hyderabad,HYD-DS-02,Beverages,281.32,15,19.4,DP108,5.0
ORD102452,2026-05-29 23:23:00,Mumbai,MUM-DS-03,Frozen Food,133.36,10,-1.0,DP238,3.0
ORD102824,2026-05-01 13:55:00,Gurugram,GGN-DS-01,Fruits & Vegetables,52.29,15,20.3,DP223,5.0
ORD101823,2026-05-08 21:09:00,Chennai,CHN-DS-01,Dairy & Breakfast,181.37,15,26.1,DP169,5.0
ORD105537,2026-05-17 11:23:00,Noida,NOI-DS-01,Frozen Food,108.6,15,13.7,DP215,5.0
ORD101929,2026-06-13 15:44:00,Delhi,DEL-DS-03,Bakery,72.75,15,22.2,DP193,5.0
ORD100659,2026-05-19 22:34:00,Noida,NOI-DS-02,Fruits & Vegetables,273.19,15,6.4,DP222,5.0
ORD104445,2026-06-13 18:02:00,Gurugram,GGN-DS-02,Baby Care,413.14,10,8.6,DP117,1.0
ORD101940,2026-05-13 12:54:00,Gurugram,GGN-DS-01,Household Essentials,216.1,15,16.5,DP141,5.0
ORD101842,2026-05-09 19:06:00,Pune,PUN-DS-01,Personal Care,157.66,20,28.6,DP245,5.0
ORD102220,2026-06-08 09:15:00,Delhi,DEL-DS-03,Baby Care,368.28,20,18.9,DP121,5.0
ORD103433,2026-06-02 20:15:00,Hyderabad,HYD-DS-02,Meat & Seafood,204.12,10,16.0,DP205,5.0
ORD104885,2026-06-11 07:31:00,Delhi,DEL-DS-02,Frozen Food,520.34,15,14.8,DP101,3.0
ORD104642,2026-05-17 21:45:00,GURUGRAM,GGN-DS-02,Meat & Seafood,246.93,10,13.0,DP179,5.0
ORD102849,2026-05-15 18:40:00,Bengaluru,BLR-DS-02,Beverages,116.57,15,10.6,DP136,5.0
ORD101707,2026-05-14 23:23:00,Pune,PUN-DS-01,Personal Care,96.12,15,15.3,DP180,3.0
ORD103713,2026-05-08 20:15:00,Delhi,DEL-DS-02,Personal Care,280.2,20,31.0,DP193,5.0
ORD102371,2026-05-13 09:08:00,Gurugram,GGN-DS-01,Beverages,159.6,20,14.5,DP136,
